0xff04978c,_avsChk_FW
0xff1b1df4,ReloadZoomAdjustment_FW
0xff30e95c,RemoveTransparentMemory_FW
0xff0215a8,RenameFile_Fut
0xff3df724,ResetFocus_FW
0xff353d98,ResetFocusLens
0xff353d98,ResetFocusLens_FW
0xff354b70,ResetIris_FW
0xff33f300,ResetIrisActuator_FW
0xff3dd044,ResetIrisPosition_FW
0xff05ac04,ResetRegistNoticeCBR_FW
0xff3deaa0,ResetZoom_FW
0xff355350,ResetZoomLens
0xff355350,ResetZoomLens_FW
0xff35537c,ResetZoomLensToFirst_FW
0xff3553bc,ResetZoomLensToTermiante_FW
0xff3debf0,ResetZoomToAdjFirstPoint_FW
0xff3dec34,ResetZoomToAdjTerminatePoint_FW
0xff3dead4,ResetZoomToFirst_FW
0xff3dead4,ResetZoomToFirstPoint_FW
0xff3deb08,ResetZoomToTerminate_FW
0xff3deb08,ResetZoomToTerminatePoint_FW
0xff026f7c,Restart
0xff07f498,RomCheckSum_FW
0xff00a8c0,RotateConsoleZOder_FW
0xff05530c,SaveAdjustmentTable_FW
0xff05538c,SaveAdjustmentValue_FW
0xff3e42b0,SaveBatSenseOffsetAdjustmentTable_FW
0xff1bbe74,SaveBmpVRAMData_FW
0xff055374,SaveDefectAdjTable_FW
0xff17e430,SaveFactoryIDData_FW
0xff3e4bf0,SaveFactoryReserveData_FW
0xff3df9c0,SaveFocusResetPulse_FW
0xff3e47ac,SaveFromImage_FW
0xff1bc1d0,SavePaletteData
0xff1bc1d0,SavePaletteData_FW
0xff152ea8,Scene.ForbidContiSceneDetect_FW
0xff152f30,Scene.TestBabySleep_FW
0xff152f00,Scene.TestBabySmile_FW
0xff152f90,Scene.TestHumanSleep_FW
0xff152f60,Scene.TestHumanSmile_FW
0xff152fc0,Scene.TestKidMove_FW
0xff152ed4,Scene.TestSunset_FW
0xff0a27ec,ScreenLock
0xff0a2850,ScreenUnlock
0xff3580e4,SDump_FW
0xff068cb4,SearchBCentralPosition_FW
0xff068cb4,SearchISLensCentralPosition_FW
0xff3e0698,SelectAdjBPFilter_FW
0xff355d38,SelectPositionSignal_FW
0xff355088,SendMechaCircuitData_FW
0xff2a3900,SensDefCrowdCheck_FW
0xff0878c8,set_control_event
0xff3e2a48,SetAdj_AEMode_FW
0xff17da80,SetAdjAEIntegSmearLimitter_FW
0xff3e0c4c,SetAdjAFIntegCrwAdd_FW
0xff3e06b8,SetAdjAFWinPos_FW
0xff3dc178,SetAdjCdsMode_FW
0xff3e2920,SetAE_CdsGainValue_FW
0xff3e27e4,SetAE_ShutterSpeed
0xff3e27e4,SetAE_ShutterSpeed_FW
0xff17da04,SetAEIntegAverageOBData_FW
0xff17cd64,SetAEIntegCorrectProperty_FW
0xff17ce00,SetAEIntegralGetaTime_FW
0xff17cdc0,SetAEIntegralValueProperty_FW
0xff17ccdc,SetAEIntegStrobeProperty_FW
0xff17d658,SetAEIntegValueBit_FW
0xff17d604,SetAEIntegWindowsMode_FW
0xff08805c,SetAutoShutdownTime
0xff08805c,SetAutoShutdownTime_FW
0xff3e06f8,SetBPFilterForBP_FW
0xff3dc068,SetCDSGain_FW
0xff3dc160,SetCDSGainStep_FW
0xff3dc068,SetCdsGainValue_FW
0xff3dc0b4,SetCdsPreGainReg_FW
0xff08f718,SetCurrentCaptureModeType
0xff08f718,SetCurrentCaptureModeType_FW
0xff1a9f54,SetCzDebugFocusMode_FW
0xff1a9f54,SetCzDebugSubjectDistance_FW
0xff3e42c8,SetDate_FW
0xff3e44cc,SetDay_FW
0xff400eb8,SetDCMotorWaitTime_FW
0xff17da90,SetDefaultAEIntegSmearLimitter_FW
0xff180e48,SetDefaultRecParameter_FW
0xff2a3b98,SetDefectDebugInfo_FW
0xff2a3d14,SetDefectRecParam_FW
0xff3dc008,SetDeltaCDSGain_FW
0xff356064,SetDISModeParam_FW
0xff3e85bc,SetDISModeParameter_FW
0xff3563a4,SetDspDataEndAddress_FW
0xff3563b8,SetDspProgEndAddress_FW
0xff020b3c,SetDUIDFixFlag_FW
0xff020a44,SetDurianMode_FW
0x0068b954,SetEventFlag
0xff3e23ac,SetExStrobeMode_FW
0xff020c3c,SetFactoryMasterFlag_FW
0xff020c6c,SetFactoryMasterROMProtection_FW
0xff020ac4,SetFactoryMode_FW
0xff3e4970,SetFactorySerialNumber_FW
0xff30e7b4,SetFaexeEventTableActivation_FW
0xff0220b4,SetFileAttributes
0xff02203c,SetFileTimeStamp
0xff356390,SetFirmEndAddress_FW
0xff35637c,SetFirmSRDYWait_FW
0xff356564,SetFixedPWMOutA_FW
0xff356578,SetFixedPWMOutB_FW
0xff3544e0,SetFocusLensAccelerationTable_FW
0xff35466c,SetFocusLensCondition_FW
0xff354658,SetFocusLensDefaultPullOutTable_FW
0xff3549cc,SetFocusLensDriveVoltage_FW
0xff354a44,SetFocusLensHoldVoltage_FW
0xff3547c0,SetFocusLensMaxSpeedLimit_FW
0xff354a08,SetFocusLensSettingWaitVoltage_FW
0xff3545e4,SetFocusLensSlowdownTable_FW
0xff3543b0,SetFocusLensSpeed_FW
0xff35442c,SetFocusLensSpeedTable_FW
0xff33e418,SetFocusResetState_FW
0xff355a68,SetGyro10BitDACPitch_FW
0xff355a7c,SetGyro10BitDACYaw_FW
0xff355ae8,SetGyroFilterChargeStart_FW
0xff355b00,SetGyroFilterChargeStop_FW
0xff355a98,SetGyroHPFINOffsetPitch_FW
0xff355aac,SetGyroHPFINOffsetYaw_FW
0xff3e4534,SetHour_FW
0xff07b9e0,SetHPTimerAfterNow
0xff07ba60,SetHPTimerAfterTimeout
0xff1b98bc,SetIgnoreAVJACK_FW
0xff3e42c0,SetImageMode_FW
0xff3e429c,SetInputVoltage_FW
0xff354dac,SetIrisDriveVoltage_FW
0xff354dc4,SetIrisDriveVoltageLow_FW
0xff354df4,SetIrisHoldVoltage_FW
0xff354ddc,SetIrisSettingWaitVoltage_FW
0xff3560b8,SetISAdjData_FW
0xff3560c8,SetISCenterShiftA_FW
0xff3560dc,SetISCenterShiftB_FW
0xff355ca4,SetISControlType_FW
0xff356014,SetISCrossTalkCompA1_FW
0xff356028,SetISCrossTalkCompA2_FW
0xff35603c,SetISCrossTalkCompB1_FW
0xff356050,SetISCrossTalkCompB2_FW
0xff3e8664,SetISCrossTalkCompCoeff_FW
0xff3e80e0,SetISCutOffFreqIndex_FW
0xff3556a0,SetISDriveAaxis_FW
0xff3556b4,SetISDriveBaxis_FW
0xff356234,SetISFocusLensDistance_FW
0xff3e828c,SetISGyro10BitDACPitch_FW
0xff3e82a8,SetISGyro10BitDACYaw_FW
0xff3e83b8,SetISGyroCompensationMode_FW
0xff3e833c,SetISGyroFilterCharge_FW
0xff355750,SetISGyroGainAaxis_FW
0xff355764,SetISGyroGainBaxis_FW
0xff355778,SetISGyroGainbyAxisType_FW
0xff3e82c4,SetISGyroHPFINOffsetPitch_FW
0xff3e82e0,SetISGyroHPFINOffsetYaw_FW
0xff3e7f84,SetISGyroPitchGain_FW
0xff3e7f98,SetISGyroPitchOffset_FW
0xff3e7f54,SetISGyroYawGain_FW
0xff3e7f94,SetISGyroYawOffset_FW
0xff355e2c,SetISHallAmpFirstGain_FW
0xff3e7ff0,SetISHallDevicePitchGain_FW
0xff3e8054,SetISHallDevicePitchOffset_FW
0xff3e7fc0,SetISHallDeviceYawGain_FW
0xff3e8024,SetISHallDeviceYawOffset_FW
0xff35570c,SetISHallGainAaxis_FW
0xff355720,SetISHallGainBaxis_FW
0xff355734,SetISHallGainbyAxisType_FW
0xff3556c8,SetISHallOffsetAaxis_FW
0xff3556dc,SetISHallOffsetBaxis_FW
0xff3556f0,SetISHallOffsetbyAxisType_FW
0xff355d5c,SetISHPFCutoff_FW
0xff3e80e0,SetISHPFCutOffFreqIndex_FW
0xff3e859c,SetISLensPWMMode_FW
0xff355dc4,SetISLPFAaxis_FW
0xff355dd8,SetISLPFBaxis_FW
0xff3e80f0,SetISLPFCutOffFreqAaxis_FW
0xff3e8100,SetISLPFCutOffFreqBaxis_FW
0xff3e87f4,SetISMacroMode_FW
0xff355cc8,SetISMovieStatus_FW
0xff3e7f0c,SetISPitchPWM_FW
0xff355cb8,SetISStillStatus_FW
0xff355ad0,SetISTuningFlag_FW
0xff3e8364,SetISTuningMode_FW
0xff3e8398,SetISTuningOff_FW
0xff3e7f20,SetISYawPWM_FW
0xff3e475c,SetLangMenuType_FW
0xff354f98,SetLensOutsideFlag_FW
0xff17d9d8,SetLineDefMarkThroughMode_FW
0xff087d24,SetLogicalEventActive
0xff3e8568,SetLoopGain_FW
0xff355ef0,SetLoopGainAdjValue_FW
0xff3e8114,SetLPFForParallelFilter_FW
0xff355cec,SetLPFParallelBest_FW
0xff3e8790,SetMacroISGain_FW
0xff35627c,SetMacroISGainA_FW
0xff356290,SetMacroISGainB_FW
0xff3551dc,SetMechaShutterCloseDacSetting_FW
0xff355298,SetMechaShutterMoveTime_FW
0xff35522c,SetMechaShutterOpenDacSetting_FW
0xff35527c,SetMechaShutterWaitTimeSetting_FW
0xff3e4598,SetMinute_FW
0xff3e4470,SetMonth_FW
0xff3dc060,SetObClamp_FW
0xff3dc060,SetObClampValue_FW
0xff3dddcc,SetOneShotWBParam_FW
0xff3dddcc,SetOneTypeWBParam_FW
0xff1f3ebc,SetParameterData
0xff400d58,SetPMByGpio_FW
0xff356528,SetPoweredISOFF_FW
0xff356514,SetPoweredISON_FW
0xff3e4c4c,SetProductVolume_FW
0xff080380,SetPropertyCase
0xff1b9870,SetRawSWCheckMode_FW
0xff3dded8,SetReferenceWBGainForCalibration_FW
0xff3e0348,SetScanLensIndex_FW
0xff3e044c,SetScanWindowMode_FW
0xff087dc0,SetScriptMode
0xff087dc0,SetScriptMode_FW
0xff1b97a4,SetSDPwrPort_FW
0xff3e45fc,SetSecond_FW
0xff3dc104,SetSensorPreGain_FW
0xff3dccb4,SetShutterSpeed_FW
0xff3dcc64,SetShutterSpeedWithMecha_FW
0x0068a7fc,SetSR
0xff0504a4,SetStereoSeparation_FW
0xff343360,SetStrobePopUpActuatorAmpereLimitMode_FW
0xff34333c,SetStrobePopUpActuatorLimitAmpereDac_FW
0xff343368,SetStrobePopUpActuatorVoltage_FW
0xff1b0b04,SetStrobePopUpAmpereLimitMode_FW
0xff1b0b0c,SetStrobePopUpLimitAmpereDac_FW
0xff1b0c2c,SetStrobePopUpStopTime_FW
0xff1b0bcc,SetStrobePopUpTime_FW
0xff1b0b6c,SetStrobePopUpVoltage_FW
0xff05a83c,SetTestRecSkimmingYUV_FW
0xff025ae0,SetTimerAfter
0xff025b60,SetTimerWhen
0xff3ddf04,SetToolCorrectCoefficient_FW
0xff3e3070,SetVideoOutType_FW
0xff3e6220,SetWBTemperature_FW
0xff3dde9c,SetWBYlStandardWidth_FW
0xff17d58c,SetWhiteCoefficient_FW
0xff3e4410,SetYear_FW
0xff344978,SetZoomActuatorSpeedPPS_FW
0xff3dee9c,SetZoomCommonDriveParam_FW
0xff3ded98,SetZoomDriveParam_FW
0xff3555cc,SetZoomLensDriveAmpereDac_FW
0xff3ded14,SetZoomLensEncoderPowerControl_FW
0xff3555b0,SetZoomLensSpeedMode_FW
0xff3dee40,SetZoomNormalDriveParam_FW
0xff3e8064,SetZoomPointToIS_FW
0xff355bb0,SetZoomPosition_FW
0xff3dedec,SetZoomResetDriveParam_FW
0xff1b307c,SetZoomResetState_FW
0xff3ded1c,SetZoomSpeedMode_FW
0xff1b9da0,ShowAllTaskInfo_FW
0xff07d074,ShowCameraLog_FW
0xff07d008,ShowCameraLogInfo_FW
0xff3e278c,ShowCurrentExp_FW
0xff054ec0,ShowDefaultAdjTableVersion_FW
0xff35475c,ShowFocusLensCurrentSpeedTable_FW
0xff085bf4,ShowLogicalEventName_FW
0xff1b965c,ShowMechaMacro_FW
0xff1b9860,ShowPhySwStatus_FW
0xff1b98a4,ShowSDStatus_FW
0xff30e88c,ShowTransparentMemory_FW
0xff08171c,ShutdownPlayModeMenu_FW
0xff081870,ShutdownPlayModeMenuWithoutPbRedraw_FW
0xff0814c4,ShutdownRecModeMenu_FW
0xff3e2cf4,SleepAE_FW
0x0068c2e8,SleepTask
0x0068c2e8,SleepTask_FW
0xff00b7f0,sprintf_FW
0xff281950,srand
0xff06a278,SS.Create_FW
0xff2818c0,sscanf_FW
0xff3e0c3c,StartAdjAFInteg_FW
0xff3e0930,StartAdjAFService_FW
0xff17d9cc,StartAEIntegralService_FW
0xff068bcc,StartBDrive_FW
0xff068be4,StartBPanDrive_FW
0xff07d0c4,StartCameraLog_FW
0xff3dcb14,StartCaptureDrive_FW
0xff3e13a4,StartCrwCustomScan_FW
0xff3e1334,StartCustomScan_FW
0xff1a9f44,StartCzTuning_FW
0xff3e3394,StartEVFDrive_FW
0xff3e3350,StartEVFDriveWithMode_FW
0xff020d58,StartFactoryModeController_FW
0xff04b724,StartGPSforAdjustment_FW
0xff356628,StartImStEventProc_FW
0xff3e8720,StartISAdjustMacro_FW
0xff068bcc,StartISAdjustmentDrive_FW
0xff068bcc,StartISDrive_FW
0xff355664,StartISLocalAdjust_FW
0xff068c08,StartISLocalAutoCenter_FW
0xff068c48,StartISLocalHallAdjust_FW
0xff068be4,StartISPanDrive_FW
0xff17ed28,StartLogOut_FW
0xff355e68,StartLoopGainCalc_FW
0xff356158,StartMacroISAdjust_FW
0xff356148,StartMacroISContiMode_FW
0xff0813bc,StartPlayModeMenu_FW
0xff0813d8,StartRecModeMenu
0xff0813d8,StartRecModeMenu_FW
0xff00b57c,StartRedirectUART_FW
0xff30ef64,StartSoundPlay_FW
0xff30ef2c,StartSoundRecord_FW
0xff07f038,StartWDT_FW
0xff021f14,stat
0xff3e0bc0,StopAdjAFInteg_FW
0xff3e0a58,StopAdjAFService_FW
0xff17d680,StopAEIntegralService_FW
0xff068bd8,StopBDrive_FW
0xff068bf0,StopBPanDrive_FW
0xff07d28c,StopCameraLog_FW
0xff3dc2a8,StopCaptureDrive_FW
0xff03ff24,StopContinuousVRAMData_FW
0xff3e12c8,StopCustomScan_FW
0xff353c64,StopCZ_FW
0xff3e30a0,StopEVFDrive_FW
0xff04b830,StopGPSforAdjustment_FW
0xff3e8778,StopISAdjustMacro_FW
0xff068bd8,StopISAdjustmentDrive_FW
0xff068bd8,StopISDrive_FW
0xff068bf0,StopISPanDrive_FW
0xff17e9d0,StopLogOut_FW
0xff355fb4,StopLoopGainCalc_FW
0xff356168,StopMacroISAdjust_FW
0xff00b690,StopRedirectUART_FW
0xff3e2474,StopStrobeChargeForFA_FW
0xff07f098,StopWDT_FW
0xff3dea5c,StopZoomEmergency_FW
0xff0a33cc,strcat
0xff002df8,strchr
0xff00ba98,strcmp
0xff00bac0,strcmp_FW
0xff00b984,strcpy
0xff00b984,strcpy_FW
0xff0a2d98,strftime
0xff002e44,strlen
0xff002e44,strlen_FW
0xff002dac,strncmp
0xff002d70,strncpy
0xff002e1c,strrchr
0xff0288ec,strtol
0xff0286f0,strtolx
0xff3e2fa4,SwitchOffDisplay_FW
0xff3e2fd8,SwitchOnDisplay_FW
0xff1ba498,System.Create_FW
0xff1b9db0,System.Delete_FW
0x0068a990,TakeSemaphore
0x0068a990,TakeSemaphore_FW
0x0068aec0,TakeSemaphoreStrictly
0xff0e1ab4,task_AfIntSrvTask
0xff036334,task_AFTask
0xff0517e8,task_ASIF
0xff04e65c,task_AudioTsk
0xff1545c0,task_AutoShutterMan
0xff04943c,task_AvsTask
0xff01ca58,task_BatteryTask
0xff04adec,task_BeepTask
0xff00b19c,task_Booting
0xff0b3ed0,task_BrtMsrTask
0xff026d74,task_Bye
0xff06d6bc,task_CaptSeq
0xff06d6bc,task_CaptSeqTask
0xff0d5fa8,task_ChaseFrame
0xff152ba0,task_ChaseTask
0xff0044d8,task_ClockSave
0xff2aba3c,task_CntFlashTask
0xff08bbfc,task_CommonDrivers
0xff1757cc,task_CorctTask
0xff1c0474,task_CreateHeaderTask
0xff084904,task_CtrlSrv
0xff18319c,task_dccdCalcTask
0xff33199c,task_DecJpgRd
0xff0d46b8,task_DetectMoveTask
0xff0dc048,task_DevelopModule
0xff0d8880,task_DispFace
0xff191088,task_DPOFTask
0xff097b30,task_DSITask
0xff1c00d4,task_DvlpSeqTask
0xff0ddf30,task_EFChargeT
0xff07fd98,task_EvShel
0xff0bc1b0,task_ExpDrv
0xff0bc1b0,task_ExpDrvTask
0xff097018,task_FaceFrame
0xff159d4c,task_FaceScoreTask
0xff179234,task_Fencing
0xff32d5e0,task_FileScheduleTask
0xff32e778,task_FileWrite
0xff32e778,task_FileWriteTask
0xff332cf0,task_FilYuvMaker
0xff33ba50,task_FocusEvent
0xff324c8c,task_FORMAT_TASK_NAME
0xff324aac,task_FORMAT_TASK_PROGRESS
0xff0339d4,task_FrameTask
0xff05d550,task_FsIoNotifyTask
0xff110690,task_GapBS
0xff0386e0,task_GapMan
0xff04b258,task_GPStask
0xff04bed8,task_HecMngTask
0xff064d34,task_ImgPlayDrv
0xff335a8c,task_ImgPlyLowTask
0xff3358e0,task_ImgPlyTask
0xff08bbc4,task_InitFileModules
0xff33fce0,task_IrisCycleEvent
0xff33e560,task_IrisEvent
0xff068020,task_ISMainTask
0xff13db48,task_LcdConTask
0xff04cbd0,task_LEDCon
0xff0663bc,task_LensController
0xff11f370,task_LiveImageTask
0xff067bac,task_MechaAlarm
0xff1ade34,task_MechaCom
0xff1afd58,task_MechaCPUTransfer
0xff34690c,task_MechaNCTask
0xff341c88,task_MechaShutter
0xff189f1c,task_MetaCtg
0xff15a968,task_MotionVector
0xff35285c,task_MovEdit
0xff1b82c0,task_MovieRecord
0xff348d88,task_MovPlay
0xff4052e4,task_MovRead
0xff34d4f8,task_MovWrite
0xff12ebe4,task_NormalThumbCache
0xff0d2e34,task_OBCtrlTask
0xff14ee44,task_OhyearKiLiveAlgor
0xff07d784,task_OpePlay
0xff01f154,task_PhySw
0xff1b067c,task_PopDownStrobe
0xff1b0420,task_PopUpStrobe
0xff2c76b4,task_PTPtoFAPI_EventProcTask_Block
0xff2c7610,task_PTPtoFAPI_EventProcTask_Try
0xff2f5c98,task_Raw2Ss2YuvTask
0xff430698,task_ReadFileTask
0xff372a74,task_ReadMultiConTask
0xff3f6dc0,task_ReadScheduleTask
0xff065eac,task_RedEyeCapt
0xff04deb0,task_RotaryEncoder
0xff152278,task_SceneDetectTask
0xff060cd0,task_SD1stInit
0xff1be52c,task_ShutterSoundTask
0xff113a40,task_SsgMainTask
0xff113bf8,task_SsgPeriodTask
0xff07665c,task_SsTask
0xff00b140,task_Startup
0xff027a28,task_StartupImage
0xff342888,task_StrobePopUp
0xff121388,task_SynchTask
0xff1212f4,task_SyncPeriod
0xff117698,task_TgTask
0xff052140,task_Thermometer
0xff12310c,task_TimerUtility
0xff1b5694,task_TmgGen
0xff132974,task_TrnsCtrlTask
0xff00b3d8,task_UartLog
0xff030ed8,task_WBCtrl
0xff0abd28,task_WBIntegTask
0xff0cfa54,task_WBLPFace
0xff07eec4,task_WdtPrint
0xff07ef78,task_WdtReset
0xff343628,task_ZoomActuatorSpeedCheck
0xff3437c8,task_ZoomEvent
0xff1bbc70,TerminateAdjustmentSystem_FW
0xff05a990,Terminatedccd_FW
0xff3e6298,TerminateDefectAdjustment_FW
0xff3b3de0,TerminateDefectRec_FW
0xff05a990,TerminateDigicon_FW
0xff30f108,TerminateFAExtendFile_FW
0xff30f0f0,TerminateFAGeneralTest_FW
0xff3e65d8,TerminateMechaDevice_FW
0xff30efec,TerminateSoundRec_FW
0xff059d9c,TerminateTestRec_FW
0x0068f8d0,time
0xff141910,TryGPSforAdjustment_FW
0x0068bde8,TryPostMessageQueue
0x0068bcac,TryReceiveMessageQueue
0x0068a93c,TryTakeSemaphore
0xff09953c,TurnOffBackLight
0xff047c6c,TurnOffDisplay
0xff026cb4,TurnOffE1_FW
0xff04fcdc,TurnOffVideoOutMode_FW
0xff099524,TurnOnBackLight
0xff047c5c,TurnOnDisplay
0xff04fca4,TurnOnVideoOutMode_FW
0xff1bbb3c,UI.Create_FW
0xff1bafec,UI.CreatePublic_FW
0xff1bbb3c,UI_RegistDebugEventProc_FW
0xff1bbb28,UI_ShowStateOfRecMode_FW
0xff087d24,UiEvnt_SetLogicalEventActive_FW
0xff087df4,UiEvnt_StartDisguiseCradleStatus_FW
0xff087e04,UiEvnt_StopDisguiseCradleStatus_FW
0xff08b154,UIFS_CancelStoreLensTimer_FW
0xff1fda7c,UIFS_Capture_FW
0xff1fdb50,UIFS_CaptureNoneStop_FW
0xff1bac14,UIFS_ChangeShootState_FW
0xff1ba9ec,UIFS_ClosePopupStrobe_FW
0xff1baa7c,UIFS_ConnectVideo_FW
0xff1baaac,UIFS_DisconnectVideo_FW
0xff1bab34,UIFS_EndClockMode_FW
0xff1bae60,UIFS_GetAvItem_FW
0xff1bac94,UIFS_GetAvItemCount_FW
0xff1baed0,UIFS_GetCurrentAvString_FW
0xff1baf50,UIFS_GetCurrentTvString_FW
0xff1bac5c,UIFS_GetLastPath_FW
0xff1bab4c,UIFS_GetMovieRecoadableNumber_FW
0xff23f330,UIFS_GetNumberOfDisplayedImage_FW
0xff1fedd8,UIFS_GetNumOfOptZoomPos_FW
0xff1bab94,UIFS_GetStillShotableNumber_FW
0xff1bae98,UIFS_GetTvItem_FW
0xff1bad04,UIFS_GetTvItemCount_FW
0xff1ba7a4,UIFS_IsAutoPopupDownStrobe_FW
0xff1ba7ac,UIFS_IsAvailableAvTvMode_FW
0xff1ba78c,UIFS_IsAvailableMovieRecDigZoom_FW
0xff1ba784,UIFS_IsAvailableMovieRecOptZoom_FW
0xff1ba79c,UIFS_IsAvailableRecMenuAFMode_FW
0xff1ba794,UIFS_IsAvailableServoAF_FW
0xff0948b8,UIFS_IsAvailableShots_FW
0xff1baa1c,UIFS_MountExtFlash_FW
0xff1feeec,UIFS_MoveZoomTo_FW
0xff1ba9bc,UIFS_OpenPopupStrobe_FW
0xff37bb18,UIFS_PlayTrimExecuteAllImageSize_FW
0xff1baaec,UIFS_PostModeDial_FW
0xff1baae8,UIFS_RestartPostingUIEvent_FW
0xff1bab44,UIFS_SetCradleSetting_FW
0xff1ba95c,UIFS_SetDialMovieRec_FW
0xff1ba99c,UIFS_SetDialPlay_FW
0xff1ba93c,UIFS_SetDialStillRec_FW
0xff1bac38,UIFS_ShootSeqToUI_FW
0xff1bab24,UIFS_StartClockMode_FW
0xff0963a0,UIFS_StartMovieRecord_FW
0xff0963c4,UIFS_StopMovieRecord_FW
0xff1baae4,UIFS_StopPostingUIEvent_FW
0xff1baa4c,UIFS_UnmountExtFlash_FW
0xff1bafe0,UIFS_WirelessExecuteSendForever_FW
0xff1d78ec,UIFS_WriteFirmInfoToFile
0xff1d78ec,UIFS_WriteFirmInfoToFile_FW
0xff02067c,UndisplayFactoryMode_FW
0xff07a038,UnLoadScript_FW
0xff023ce0,UnlockAE
0xff023944,UnlockAF
0xff087f3c,UnlockMainPower
0xff087f3c,UnlockMainPower_FW
0xff3433a8,UnLockStrobePopUpActuatorVoltageToMax_FW
0xff3e2620,UnregistColorMatrix_FW
0x0068a7e0,UnregisterInterruptHandler
0xff01d0f0,VbattGet
0xff01d0f0,VbattGet_FW
0xff357f08,VerifyByte_FW
0xff00b834,vsprintf
0xff1b9d8c,Wait_FW
0x0068b894,WaitForAllEventFlag
0x0068af70,WaitForAllEventFlagStrictly
0x0068b7b0,WaitForAnyEventFlag
0x0068af44,WaitForAnyEventFlagStrictly
0xff35545c,WaitMoveZoomLensComplete_FW
0xff021d04,Write
0xff021d04,write
0xff021d04,Write_FW
0xff055760,WRITEADJTABLETOFROM_FW
0xff055794,WRITEADJUSTMENTDATATOFROM_FW
0xff3e7e4c,WriteGyroAdjustment_FW
0xff3e7db0,WriteHallDeviceAdjustment_FW
0xff354fdc,WriteMechaLogToFile_FW
0xff354fcc,WriteMechaLogToRom_FW
0xff3e7eb0,WritePWMAdjustment_FW
0xff19d9f8,WriteSDCard
0xff079d5c,WriteToRom_FW
