0x003f67bc,RegisterInterruptHandler
0xffadb410,GetAdjAFInteg_FW
0xffadb41c,StopAdjAFInteg_FW
0xffadb498,StartAdjAFInteg_FW
0xffadb4a8,SetAdjAFIntegCrwAdd_FW
0xffadbb28,StopCustomScan_FW
0xffadbb94,StartCustomScan_FW
0xffadbc04,StartCrwCustomScan_FW
0xffadc4ac,CalculatePeakPosByLS_FW
0xffadc50c,CalculateInterpolationByLS_FW
0xffadc560,j_ReloadAFAdjustment_FW
0xffadc59c,PrintScanTable_FW
0xffadc630,PrintMultiWinScanTable_FW
0xffadcbfc,GetExStrobeID_FW
0xffadcc04,IsExStrobeChargeComp_FW
0xffadcc0c,SetExStrobeMode_FW
0xffadcc10,CancelExStrobeMode_FW
0xffadcc14,j_ReloadEfAdjustment_FW
0xffadcc4c,ChargeStrobe_FW
0xffadcc80,ChargeStrobeForFA_FW
0xffadcccc,StopStrobeChargeForFA_FW
0xffadccec,ExecuteInternalPreFlash_FW
0xffadcd7c,j_ReloadColorAdjustment_FW
0xffadce34,RegistColorMatrix_FW
0xffadce6c,UnregistColorMatrix_FW
0xffadcfd8,ShowCurrentExp_FW
0xffadd030,SetAE_ShutterSpeed
0xffadd030,SetAE_ShutterSpeed_FW
0xffadd0f4,FocusAEWithCompensation_FW
0xffadd16c,SetAE_CdsGainValue_FW
0xffadd234,FixAEWithCompensation_FW
0xffadd294,SetAdj_AEMode_FW
0xffadd2c0,CancelAdj_AEMode_FW
0xffadd310,PreFixAE_FW
0xffadd498,AfAEWithAperturePriority_FW
0xffadd4ec,AdjAEWithAperturePriority_FW
0xffadd540,SleepAE_FW
0xffadd694,AfAEWithCompensation_FW
0xffadd794,GetVideoOutType_FW
0xffadd7b0,SwitchOffDisplay_FW
0xffadd7e4,SwitchOnDisplay_FW
0xffadd85c,SetVideoOutType_FW
0xffadd864,IsEVFDrive_FW
0xffadd88c,StopEVFDrive_FW
0xffaddb3c,StartEVFDriveWithMode_FW
0xffaddb80,StartEVFDrive_FW
0xffaddbd0,IsEvfDriveMode_FW
0xffaddd98,GetSumYOfVRAMCenterLine_FW
0xffadde00,j_GetVRAMHPixelsSize_FW
0xffadde04,j_GetVRAMVPixelsSize_FW
0xffadde08,j_StopContinuousVRAMData_FW
0xffadde84,GetContinuousVRAMData_FW
0xffade57c,GetPixelsOfViewangle_FW
0xffade620,GetContinuousVRAMDataWithRingBuffer_FW
0xffade6b4,j_GetMovieJpegVRAMHPixelsSize_FW
0xffade6b8,j_GetMovieJpegVRAMVPixelsSize_FW
0xffade7e4,GetContinuousMovieJpegVRAMData_FW
0xffade85c,ChangeDistortionSetForLiveImage_FW
0xffadea88,Bat_VIN_FW
0xffadea88,SetInputVoltage_FW
0xffadea9c,Bat_Save_FW
0xffadea9c,SaveBatSenseOffsetAdjustmentTable_FW
0xffadeaac,SetImageMode_FW
0xffadeab4,SetDate_FW
0xffadebfc,SetYear_FW
0xffadec5c,SetMonth_FW
0xffadecb8,SetDay_FW
0xffaded20,SetHour_FW
0xffaded84,SetMinute_FW
0xffadede8,SetSecond_FW
0xffadee4c,GetYear_FW
0xffadee7c,GetMonth_FW
0xffadeea8,GetDay_FW
0xffadeed0,GetHour_FW
0xffadeef8,GetMinute_FW
0xffadef20,GetSecond_FW
0xffadef48,SetLangMenuType_FW
0xffadef98,SaveFromImage_FW
0xffadf15c,SetFactorySerialNumber_FW
0xffadf16c,LoadFactoryNumber_FW
0xffadf2ec,LoadSerialNumber_FW
0xffadf3d0,GetLastVBatADLevel_FW
0xffadf3d8,j_GetVBatVoltage_FW
0xffadf3dc,SaveFactoryReserveData_FW
0xffadf438,SetProductVolume_FW
0xffadf4a0,j_GetDCPAdjOffset_FW
0xffae0474,GetUnpackCrwIntegralValue_FW
0xffae0490,GetUnpackCrwIntegralValueForShading_FW
0xffae06f8,GetUnpackCrwIntegralValueForColorShading_FW
0xffae0844,GetUnpackCrwIntegralMultiValueForShading_FW
0xffae08bc,GetCaptureInfoData_FW
0xffae0a18,ReloadShadingAdjustmentData_FW
0xffae0a2c,SetWBTemperature_FW
0xffae0a50,ReloadDefectAdjustmentData_FW
0xffae0a94,InitializeDefectAdjustment_FW
0xffae0aa4,TerminateDefectAdjustment_FW
0xffae0cb4,DevelopStillPicture_FW
0xffae0dac,InitializeMechaDevice_FW
0xffae0de4,TerminateMechaDevice_FW
0xffae0e58,CreateJumptable
0xffaecec8,task_ReadScheduleTask
0xffaf4264,SetPMByGpio_FW
0xffaf4274,ClearPMByGpio_FW
0xffaf429c,ClearPMByFs_FW
0xffaf42ac,MoveDCMotorCW_FW
0xffaf4334,MoveDCMotorCCW_FW
0xffaf43bc,SetDCMotorWaitTime_FW
0xffaf43d0,StartDCMDriveTimeCounter_FW
0xffaf43e0,StopDCMDriveTimeCounter_FW
0xffaf43f0,GetDCMDriveTimeCounter_FW
0xffaf53a4,GetFocusLensResetVoltage_FW
0xffaf7e9c,task_MovRead
0xffb0a810,task_ReadFileTask
